ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
1107,Vrouw,49,Limburg,Stedelijke gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Ja,Nee,Nee,Ja,Nee,Nee,CD&V,"{Vooruit,VLD,PVDA}",CD&V,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,migratie problemen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Ja,Nee,vooruitgang,Innovatie - Vernieuwing,/,,Geen,Positief,???,Geen
164,Man,38,Antwerpen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Ja,Ja,Nee,Ja,Ja,Vooruit,{VB},Niet stemmen,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,De verdeeldheid dat begint bij de regeringsleiders (top) en dat helemaal gaat tot verdeeldheid onder de bevolking (bodem).,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Ja,Ja,Nee,Nee,,Ja,Ja,Nee,Ja,Ja,Voor iedereen,DG: Brede scope,/,,Geen,Positief,/,Geen
402,Vrouw,27,Oost-Vlaanderen,Andere gemeenten,"licentiaat, master, postgraduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Weet niet,{Weet niet},CD&V,,,Weinig vertrouwen,weet niet,Weinig vertrouwen,weet niet,/,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,,,Nee,,,Nee,,,,Nee,,Nee,Nee,Nee,Nee,Nee,/,Ongeldig,/,,Ongeldig,Ongeldig,Volgens mij geen verschil,Geen
404,Vrouw,23,Limburg,Stedelijke gemeenten,"licentiaat, master, postgraduaat",Scholier/Student / in opleiding,Ja,Nee,Nee,Ja,Nee,Nee,Ja,PVDA,{VB},Groen,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Neoliberalisme,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"Progressief, solidariteit",Innovatie - Vernieuwing,/,,Geen,Positief,/,Geen
1418,Vrouw,22,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Scholier/Student / in opleiding,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Vooruit,{VB},sp.a,,,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,De coronacrisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"progressief, positief",Innovatie - Vernieuwing,/,,Geen,Positief,geen idee,Geen
712,Vrouw,21,Oost-Vlaanderen,GROTE agglomeraties,hoger algemeen secundair onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{N-VA},Weiger,,,Redelijk vertrouwen,Veel vertrouwen,Veel vertrouwen,Redelijk vertrouwen,migratie,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,,Ja,,Ja,Ja,,Ja,,Ja,,,,Ja,Ja,,Ja,Ja,Ja,Ja,,/,Ongeldig,/,,Ongeldig,Ongeldig,/,Geen
1070,Vrouw,32,West-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Ja,Ja,Nee,Ja,Nee,Vooruit,{VB},CD&V,,"Vooruit weet meer mijn sympathie te wekken dan CD&V. Beide partijen hebben goede standpunten, en slechte standpunten. De sympathie van de politiekers doet er ook veel aan.",Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Corona,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,,Ja,Nee,Nee,Nee,Nee,"Heel aanwezig, maar dan positief bedoeld. Zijn heel actief met de partij bezig, denkt aan de bevolking, en staat voor verandering",Gedrag: Actiegericht,/,,Ongeldig,Positief,De naam zegt meer dan vroeger... ze willen vooruit!,Gedrag: gedreven
455,Vrouw,29,West-Vlaanderen,Stedelijke gemeenten,hoger secundair beroepsonderwijs (BSO),Geschoold arbeider,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Blanco,"{Groen,Vooruit}",Weet niet,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Corona,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,,Ja,Ja,Nee,Ja,,Ja,,Ja,,,Ja,,,Ja,Nee,Ja,Nee,Nee,,/,Ongeldig,/,,Ongeldig,Ongeldig,Weet het niet,Geen
198,Man,34,West-Vlaanderen,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Ja,Nee,Ja,N-VA,{Groen},VB,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Te veel verschillende regeringen en te veel ministers. Te weinig bevraging bij het volk,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,,Ja,Ja,Ja,Nee,Nee,/,Ongeldig,/,,Ongeldig,Ongeldig,Nergens,Geen
1048,Vrouw,30,Oost-Vlaanderen,Sekundaire gemeenten,"licentiaat met aanvullend diploma, MaNaMa","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Ja,Nee,Nee,Nee,Vooruit,{VB},sp.a,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,weet niet,Te veel gebaseerd op oude zuilen en oude regels,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,,Nee,Nee,Nee,,Nee,,Nee,,Nee,,,,,Nee,Nee,,Nee,Nee,/,Ongeldig,/,,Ongeldig,Ongeldig,/,Geen
1041,Vrouw,21,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Scholier/Student / in opleiding,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Vooruit,{VB},Weet niet,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Veel vertrouwen,"Een regering die vooral beslissingen neemt op basis van wat ze denken dat de mensen momenteel willen. Dit terwijl een regering net in belang van het land op lange termijn moet handelen. Het zal dus niet goed zijn voor de mensen als je de maatregelen te vroeg losser maakt, om erna weer te beslissen om ze te verstrengen. Er is een gebrek aan een visie. Er wordt telkens per beslissing een afweging gemaakt, maar er zit weinig richting in waar ze met het collectieve beleid naartoe willen. Er worden opsplitsingen gemaakt in domeinen en de budgetten hiervoor. Maar in realiteit is dit niet zo strikt op te delen. Er is dus nood aan een algemeen beleid, waar meer afstemming is en zo ook meer bereikt zal kunnen worden. Ook belangrijk om niet alleen te kijken naar huidige problemen en die proberen op te lossen, maar ook kijken naar de toekomst, waar zullen we nog mee geconfronteerd worden en hoe kunnen we dit best voorkomen of nu al beslissingen nemen om hier in de toekomst op goede manier mee om te gaan?",Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,,Ja,,Nee,,,Ja,,Nee,,,,,Nee,,Ja,Ja,Nee,Nee,,Vooruitstrevend. Iedereen gelijkwaardig.,Innovatie - Vernieuwing,/,,Geen,Positief,"Ik denk dat er inhoudelijk weinig zal veranderen (qua programma bvb), maar dat ze door deze naamsverandering meer de nadruk willen leggen dat ze een progressieve partij zijn die ons land en alle burgers vooruit willen helpen. En zo minder de nadruk komt te liggen op het socialistische, wat bij velen de connotatie deed oproepen van veel belastingen te moeten betalen om aan de 'sociale gevallen' te moeten geven. Terwijl de realiteit uiteraard niet zo kort door de bocht is, een socialistische visie is veel ruimer dan dit. Naamsverandering ook om duidelijk te maken dat de partij ook andere punten op hun programma heeft staan, los van hun socialistische visie.",Vernieuwing
227,Man,34,Antwerpen,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,"Middenkader, verantwoordelijk voor 5 werknemers of minder",Ja,Nee,Nee,Ja,Nee,Ja,Nee,Vooruit,"{N-VA,VB,PVDA}",sp.a,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Verdeeldheid waardoor er ook geen daadkrachtig beleid gevoerd kan worden.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Men wil weer vooruit gaan en niet blijven stilstaan.,Innovatie - Vernieuwing,/,,Geen,Positief,"Voorlopig weinig, maar het geeft wel aan dat er een enorme verandering/verjonging bezig is binnen de partij. Daarnaast ook een meer daadkrachtigere lijn in visie en waar men naartoe wilt",Vernieuwing
985,Vrouw,78,Antwerpen,Andere gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Ja,Ja,Nee,Nee,Nee,Nee,Nee,CD&V,{VB},CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Gezondheidscrisis én klimaatscrisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,/,Ongeldig,/,,Ongeldig,Ongeldig,/,Geen
976,Vrouw,62,West-Vlaanderen,Sekundaire gemeenten,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Ja,Ja,Ja,Ja,Nee,Nee,N-VA,{PVDA},N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Teveel regeringen en teveel overbetaalde ministers,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Verjonging,Brand identity: Verjonging,/,,Geen,Positief,/,Geen
234,Man,33,Antwerpen,GROTE agglomeraties,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Ja,Nee,Ja,VB,"{Groen,CD&V,Vooruit}",VB,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Covid-19 en de handhaving van de maatregelen.,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,/,Ongeldig,/,,Ongeldig,Ongeldig,"Ik zie niet direct een verschil, buiten dat nu Conner Rousseau het voortouw neemt.",Leiders: nieuw
238,Man,29,West-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Andere,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Groen,"{CD&V,N-VA,VB,PVDA}",Groen,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,De klimaatcrisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,/,Ongeldig,/,,Ongeldig,Ongeldig,Zeer weinig,Geen
803,Vrouw,32,Antwerpen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Nee,Nee,Ja,Nee,Nee,Nee,Blanco,{Weet niet},Blanco,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,corona,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,,Nee,Nee,Nee,Nee,,Nee,,Nee,,Nee,,,,,Nee,Nee,Nee,Nee,Nee,connor,Leiderschap: Conner,/,,Geen,Positief,niets,Geen
390,Vrouw,33,Antwerpen,Andere gemeenten,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Ja,Nee,Nee,Ja,Nee,CD&V,"{Vooruit,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Onbekwame politici,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,,Ja,,Nee,,,Ja,Nee,Ja,Ja,Ja,/,Ongeldig,/,,Ongeldig,Ongeldig,Nergens,Geen
807,Man,22,Limburg,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,Scholier/Student / in opleiding,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Vooruit,{VB},sp.a,,,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,CORONA,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,VERJONGING,Brand identity: Verjonging,//,,Geen,Positief,geen idee,Geen
747,Vrouw,36,Oost-Vlaanderen,Sekundaire gemeenten,hoger algemeen secundair onderwijs,Vrij beroep,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Groen,{Geen},sp.a,1,,Veel vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,1,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,,,Ja,Ja,Nee,Ja,Nee,Ja,,Ja,Ja,Ja,Ja,Ja,,1,Ongeldig,1,,Ongeldig,Ongeldig,1,Geen
1031,Vrouw,34,West-Vlaanderen,Stedelijke gemeenten,hoger secundair beroepsonderwijs (BSO),Vrij beroep,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Niet stemmen,{CD&V},Groen,,,Veel vertrouwen,Weinig vertrouwen,weet niet,Redelijk vertrouwen,1,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,,,Ja,,Nee,,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,1,Ongeldig,1,,Ongeldig,Ongeldig,1,Geen
699,Man,39,Antwerpen,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,"Lid van de algemene directie, hoger kaderlid (directeur, bestuurder, …) verantwoordelijk voor 5 werknemers of minder",Nee,Ja,Nee,Ja,Nee,Ja,Ja,CD&V,{VB},Niet stemmen,,,Veel vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,goed,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,,,Ja,Ja,Ja,Nee,Ja,Nee,,,Ja,Ja,Nee,Nee,Nee,Ja,Ja,1,Ongeldig,1,,Ongeldig,Ongeldig,1,Geen
490,Man,64,Antwerpen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Ja,Nee,VB,{Groen},VLD,,,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,duidelijkheid (én consequent) in communicatie !,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,nihil,Geen,"1. Niet erg origineel !    2. Verwarrend. 3. ""Democratisch"" beslist ???",Niet akkoord met naamsverandering,Slechte naamkeuze,Negatief,aléén in naam !!,Naam
567,Man,37,Limburg,Stedelijke gemeenten,"licentiaat met aanvullend diploma, MaNaMa","Middenkader, verantwoordelijk voor 6 werknemers of meer",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{Geen},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,STELENDE MINISTERS,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,T3T343,Ongeldig,3233223,,Ongeldig,Ongeldig,3222,Geen
861,Vrouw,35,Antwerpen,Sekundaire gemeenten,"licentiaat, master, postgraduaat","Lid van de algemene directie, hoger kaderlid (directeur, bestuurder, …) verantwoordelijk voor 5 werknemers of minder",Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,{Groen},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,"haantjesgedrag - geen samenhang bij de politiekers, te individualistisch",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,,,Nee,Nee,,Ja,Nee,Nee,Nee,Nee,jong,Brand identity: Verjonging,?,,Geen,Positief,?,Geen
493,Man,41,Antwerpen,GROTE agglomeraties,"lager TSO, BSO of artistiek (1ste 3 jaar)",Niet-geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,?,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,?,Ongeldig,?,,Ongeldig,Ongeldig,?,Geen
885,Man,41,West-Vlaanderen,Sekundaire gemeenten,"licentiaat met aanvullend diploma, MaNaMa","Middenkader, verantwoordelijk voor 6 werknemers of meer",Ja,Nee,Nee,Ja,Nee,Nee,Nee,Vooruit,{VB},Groen,,Profileren zich niet genoeg,Veel vertrouwen,Veel vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Te veel versnipperde bevoegdheden,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,?,Ongeldig,?,,Ongeldig,Ongeldig,?,Geen
290,Man,55,West-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Nee,Nee,Nee,Ja,Nee,VLD,"{Groen,VB,PVDA}",VLD,,,Redelijk vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Te veel regeringen => Te veel ministers voor hetzelfde,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,?,Ongeldig,?,,Ongeldig,Ongeldig,Niets,Geen
798,Vrouw,58,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Groen,{VB},Groen,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,te weinig personeel in de zorg,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,vooruitgaan in positieve zin,Innovatie - Vernieuwing,?,,Geen idee,Positief,?,Geen
707,Man,48,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Nee,Ja,Nee,N-VA,"{VB,PVDA}",N-VA,,,weet niet,weet niet,weet niet,weet niet,?,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,?,Ongeldig,?,,Ongeldig,Ongeldig,niks,Geen
649,Man,60,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,Niet-geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Ja,PVDA,"{CD&V,N-VA,VLD}",PVDA,,,Weinig vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,covid,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,,,,,Ja,Ja,Nee,Nee,Nee,Nee,Nee,?,Ongeldig,?,,Ongeldig,Ongeldig,nee,Geen
